X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,Class
1,0,8421,15789,21053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27368,0,27368,0,27368,27368,0,0,0,13.75,0
1,0,5263,5263,5263,0,0,2,111,0,1,13,56,0,0,0,0,0,0,0,0,0,4260,4260,0,33,33,2,0,0
1,0,0,5263,5263,0,0,0,0,0,2,42,0,1,0,697,697,1,1,0,0,0,0,0,0,0,0,0,13.5,0
2,0,0,5373,5263,0,0,0,0,0,1,5,0,0,0,6,19,1,2,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,8421,10526,0,1,11,197,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0,20,196,0,14.25,0
2,0,0,1125,10526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,8456,10526,0,0,2,10,0,1,0,5,0,0,0,0,0,0,0,0,13684,0,13684,0,173,173,4.5,0,0
1,0,0,10526,12632,0,0,12,340,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,19,205,0,13.75,1
1,0,0,5263,5263,0,0,0,0,0,1,0,0,0,0,252,252,1,1,0,0,0,0,0,0,0,0,4,0,0
1,0,0,5263,5263,0,2,7,94,0,1,0,13,0,1,0,132,0,1,0,0,0,0,0,0,30,182,6,0,0
1,0,0,10526,10526,0,0,5,167,0,1,0,33,0,0,0,0,0,0,0,0,0,7930,7930,0,53,212,5,0,0
1,0,0,57895,57895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65263,65263,0,0,0,1,0,0
2,0,6842,10597,10526,0,1,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,16,0,10526,10526,5,0,7,66,0,1,0,9,1,0,5333,19134,3,6,0,0,0,0,0,0,58,345,0,13.75,1
2,0,6842,4460,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1916,1916,0,0,0,3.5,0,0
1,0,0,5263,5263,0,0,1,226,0,1,0,226,0,0,1803,2040,3,5,0,0,0,3435,3435,0,0,0,2,0,0
1,0,13684,10526,10526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0
2,0,0,29,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,8421,6316,10526,0,0,3,170,0,1,0,57,0,0,1390,1916,2,3,0,0,27368,0,27368,0,31,62,3.5,0,0
3,11,0,20494,21053,1,4,1,6,1,1,0,6,1,1,0,295,0,1,0,0,0,0,0,0,0,0,3.5,13.75,1
1,0,0,10526,10526,0,0,1,11,0,1,0,11,0,0,342,861,1,2,0,0,0,0,0,0,0,0,0,13.75,0
1,0,5263,5263,5263,0,1,0,0,0,1,18,0,0,1,64,64,1,1,0,0,0,0,0,0,0,0,4,0,0
1,1,10526,10526,10526,2,0,4,148,0,1,4,37,1,0,0,0,0,0,0,0,0,5960,5960,0,31,94,2,0,0
2,0,0,5322,5263,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,2123,2105,0,0,0,0,1,0,5,0,0,0,45,415,1,2,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,842,3158,1,0,6,73,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,52,262,5.5,0,0
1,0,0,21053,21053,0,0,1,6,0,1,0,6,0,0,0,526,0,1,0,0,27368,526,27895,0,0,0,0,13.5,0
2,1,0,1042,1053,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,3158,3158,0,0,1,11,0,1,0,11,0,0,774,3377,1,4,0,0,0,642,642,0,0,0,2,0,0
1,3,0,5263,5263,1,1,5,83,0,1,0,17,1,1,416,1746,2,4,0,0,0,0,0,0,34,135,4,0,1
1,0,0,10526,10526,0,0,10,220,0,1,0,22,0,0,1954,3007,3,5,0,0,0,0,0,0,32,292,5,0,0
1,0,0,5263,5263,0,0,3,188,0,1,0,63,0,0,0,523,0,3,0,0,0,0,0,0,45,89,4,0,0
1,16,0,5263,5263,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,1
1,0,6842,2189,5263,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0
2,0,9579,7104,7368,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2,0,13684,462,10526,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,13684,10526,10526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,5263,5263,0,0,1,1,0,1,0,1,0,0,569,569,1,1,0,0,0,0,0,0,0,0,4,0,0
3,0,0,15759,15789,0,0,3,70,1,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,125,250,4,14.25,0
1,0,0,21053,21053,0,1,5,25,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,30,118,0,11,0
1,0,0,8421,10526,0,1,10,123,0,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,31,279,0,13.75,0
1,0,0,10526,10526,0,0,4,165,0,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,42,83,5.5,14.25,0
1,0,10316,10316,10316,0,0,3,17,0,1,14,6,0,0,0,0,0,0,0,0,0,5305,5305,0,25,49,4.5,0,0
1,0,10526,10526,10526,0,0,1,67,0,1,46,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,1
3,0,0,10526,10526,0,2,0,0,1,1,0,0,0,1,12,12,1,1,0,0,0,0,0,0,0,0,5,14.25,0
2,1,0,1763,2316,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,21053,21053,0,0,5,27,0,1,0,5,0,0,520,777,3,5,0,0,36842,0,36842,0,55,218,0,14.75,0
2,0,0,5189,5263,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,10.5,0
1,0,0,10042,10526,0,0,1,5,0,1,0,5,0,0,0,2395,0,2,0,0,0,0,0,0,0,0,4.5,0,0
1,0,2737,10526,10526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1895,1895,0,0,0,3.5,0,0
1,0,2421,4377,10526,0,0,2,168,0,1,4,84,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,13.5,1
2,3,0,3198,5263,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,3020,5263,0,0,9,185,0,1,17,21,0,0,0,0,0,0,0,0,0,0,0,0,25,197,0,13,0
1,0,0,5263,5263,0,0,4,114,0,1,23,29,0,0,0,0,0,0,0,0,0,0,0,0,29,86,4,0,0
3,0,22842,8402,8947,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,5263,5263,0,0,8,184,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,44,308,6.5,0,0
1,0,13684,10526,10526,0,0,0,0,0,1,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,2105,2105,2105,0,0,1,68,0,1,7,68,0,0,0,0,0,0,0,0,0,1895,1895,0,0,0,3.5,0,0
1,0,0,3158,3158,0,0,0,0,0,1,0,0,0,0,698,941,1,2,0,0,0,0,0,0,0,0,0,13.75,0
2,0,2105,2105,2105,0,1,0,0,1,0,0,0,1,1,1261,1261,2,2,0,0,0,0,0,0,0,0,3.5,0,0
1,0,31579,31579,31579,0,0,0,0,0,1,0,0,0,0,46,46,1,1,0,0,0,0,0,0,0,0,6.5,0,0
2,0,0,955,1053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,6842,5211,5263,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2,0,0,10575,10526,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2,0,0,4451,5263,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,13684,10526,10526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,10526,10526,0,0,0,0,0,1,0,0,0,0,606,606,1,1,0,0,0,0,0,0,0,0,0,13.95,0
2,0,0,8325,10526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,7368,10526,0,1,4,173,0,1,0,43,0,1,0,0,0,0,0,0,0,0,0,0,70,210,4,0,0
1,0,0,10526,10526,0,0,2,38,0,1,0,19,0,0,664,664,1,1,0,0,0,3012,3012,0,30,30,2,0,0
2,0,0,313,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,52632,10526,10526,0,1,6,27,0,1,87,5,1,1,1944,1944,3,3,0,0,0,0,0,0,43,216,0,14.25,1
1,0,0,18947,21053,0,0,7,39,0,1,0,6,0,0,1041,1503,2,4,0,0,27368,0,27368,0,45,268,0,13.75,0
1,15,0,10526,10526,2,0,1,77,0,1,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,1
1,0,42105,168421,168421,0,0,15,658,0,11,0,44,0,0,0,0,0,0,0,0,109474,2.00E+05,309474,0,31,337,1.74,13.75,0
3,0,17474,3770,4526,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,364,364,4.2,0,0
1,12,0,3158,3158,2,0,4,449,0,1,0,112,1,0,0,0,0,0,0,0,0,105,105,0,43,128,7.25,0,1
2,2,0,1050,1053,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,10000,10000,10000,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,10526,10526,3,3,1,57,0,1,0,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,1
2,0,0,4510,4526,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,8421,10526,0,0,2,115,0,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,242,242,6,0,0
1,0,0,10526,10526,0,0,4,98,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,48,143,0,13.75,0
1,0,0,10526,10526,0,0,3,166,0,1,9,55,0,0,0,0,0,0,0,0,0,0,0,0,27,54,0,13.75,0
3,0,0,50121,53158,0,2,3,3,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0
2,0,0,5743,10526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0
2,0,4105,2923,3158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,3001,4853,9474,0,0,7,24,0,1,23,3,1,0,0,0,0,0,0,0,0,0,0,0,52,314,0,13.5,0
1,0,0,14632,14632,0,0,8,29,0,1,0,4,0,0,0,0,0,0,0,0,19158,0,19158,0,41,285,0,13.75,0
2,0,8632,4249,4211,0,4,0,0,1,0,5,0,0,1,1340,2706,2,4,0,0,0,0,0,0,0,0,3.5,0,0
2,0,13684,5704,10526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2,0,26316,3246,10526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,6417,6421,0,0,13,79,2,2,0,6,0,0,3,7,1,2,0,0,0,5263,5263,0,33,368,3.91,10.5,0
1,0,0,3673,3684,0,0,3,126,0,1,0,42,0,0,0,0,0,0,0,0,0,1750,1750,0,92,184,2,0,0
2,1,4211,6214,6316,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,36842,36842,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,48421,0,48421,0,0,0,0,13.25,0
2,0,13684,10610,10526,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,5197,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,3158,5263,0,0,1,6,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2,1,0,1034,1053,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,14250,15789,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4737,16316,0,0,0,4,0,0
1,0,0,10526,10526,0,2,15,169,0,2,0,11,0,1,0,0,0,0,0,0,0,0,0,0,44,566,4.76,0,0
2,0,0,5263,5263,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,1,0,21053,21053,1,0,1,71,0,1,0,71,1,0,0,0,0,0,0,0,24596,0,24596,0,0,0,4.5,0,1
1,0,0,7368,10526,0,0,10,449,0,3,0,45,0,0,0,691,0,2,0,0,0,0,0,0,44,307,5.25,0,1
2,0,0,5260,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,0,10526,10526,0,0,6,136,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,21,106,5.5,0,0
1,0,0,6002,8947,0,0,2,157,0,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,35,35,5,0,0
2,0,13684,10622,10526,0,0,0,0,1,0,5,0,0,0,143,143,1,1,0,0,0,0,0,0,0,0,3.5,0,0
2,7,0,10344,10526,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,4211,4211,4211,0,0,2,236,0,1,0,118,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,14.25,0
1,1,0,4421,4421,1,0,3,31,0,1,0,10,1,0,5268,6074,3,4,0,0,0,0,0,0,34,67,3.5,0,1
1,3,0,40000,40000,1,1,2,146,0,2,0,73,1,1,0,0,0,0,0,0,38316,0,38316,0,30,30,3.5,13.5,1
2,0,0,5263,5263,1,1,0,0,1,0,0,0,1,1,0,1032,0,1,0,0,0,0,0,0,0,0,4,0,1
1,4,0,5263,5263,2,0,2,59,0,1,0,30,1,0,0,0,0,0,0,0,0,0,0,0,13,13,0,14.25,1
2,0,0,15244,21579,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10526,10526,0,0,7,274,0,1,0,39,0,0,0,0,0,0,0,0,0,6096,6096,0,29,176,2,0,0
2,0,0,5302,5263,0,0,0,0,1,0,5,0,0,0,6,6,1,1,0,0,0,105,105,0,0,0,3.5,0,0
3,0,0,30900,32105,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,41053,0,41053,0,0,0,0,1,0
2,0,0,10526,10526,0,0,0,0,1,0,0,0,1,0,112,112,2,2,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,2081,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,17,0,6291,6316,1,0,0,0,1,0,0,0,1,0,241,259,2,3,0,0,0,0,0,0,0,0,4,0,0
1,0,0,10316,10526,0,0,10,178,0,1,0,18,0,0,0,0,0,0,0,0,0,7392,7392,0,40,359,6,0,0
2,0,0,3604,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,10706,10526,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,61368,8737,10526,0,0,6,149,0,1,25,25,0,0,0,0,0,0,0,0,0,105,105,0,36,178,0,13.75,0
2,0,0,1003,1053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,47368,47368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1,0,0,21053,21053,0,0,9,89,0,1,0,10,0,0,2,2,1,1,0,0,0,0,0,0,35,279,5,0,1
2,0,0,3570,8421,0,0,7,112,1,1,0,16,0,0,0,0,0,0,0,0,0,4000,4000,0,48,287,4.5,13.5,0
2,0,0,8502,8421,0,0,0,0,1,1,5,0,0,0,981,981,2,2,0,0,0,0,0,0,0,0,4,13,0
2,0,17789,1621,3158,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0
1,0,10526,8421,10526,0,0,4,146,0,1,12,37,1,0,0,0,0,0,0,0,0,0,0,0,43,130,4.25,0,0
1,0,215789,52632,52632,0,4,2,133,0,1,0,67,0,1,0,0,0,0,0,0,0,34211,34211,0,55,55,5.5,0,0
1,0,0,7368,7368,0,0,5,226,0,1,0,45,0,0,0,0,0,0,0,0,0,4072,4072,0,33,130,0,14.25,0
1,0,4392,5263,5263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,2526,3158,0,0,5,119,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,85,341,5,0,0
1,0,0,10526,10526,0,0,3,99,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,29,58,0,13.75,0
2,1,0,796,1053,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,3,0,52632,52632,1,0,4,273,0,1,0,68,1,0,0,0,0,0,0,0,73684,0,73684,0,23,69,0,13.75,1
3,0,6842,14507,14618,0,1,2,8,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,177,177,3.5,12.5,0
2,0,0,5311,5263,0,0,0,0,1,2,5,0,0,0,523,523,1,1,0,0,0,0,0,0,0,0,4.4,0,0
2,0,6842,5304,5263,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,49815,52632,0,0,7,29,0,2,0,4,0,0,563,743,1,2,0,0,0,0,0,0,41,248,4,13,0
2,1,0,10269,10526,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2105,2105,0,0,0,4,0,0
2,0,0,919,1053,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,5263,5263,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,13684,4872,10526,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,10526,10526,0,0,5,79,0,1,0,16,0,0,643,2148,1,4,0,0,0,6526,6526,0,27,109,2,0,0
1,0,0,4382,5263,0,0,2,63,0,1,0,32,0,0,0,1180,0,1,0,0,0,0,0,0,30,30,4,0,0
1,0,0,10526,10526,0,2,1,1,0,3,0,1,0,1,1053,2632,2,5,0,0,0,0,0,0,0,0,4.67,12.5,0
2,0,10947,5154,5263,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
3,0,13684,29022,31579,0,0,5,205,1,1,14,41,0,0,606,606,1,1,0,0,0,0,0,0,34,134,3.67,0,0
3,0,0,20863,21053,0,3,3,7,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,89,178,0.31,9,0
3,0,0,6305,8421,0,4,3,142,1,1,0,47,0,1,1215,1215,1,1,0,0,0,0,0,0,220,439,4.44,0,0
1,0,0,21053,21053,0,0,7,131,0,1,0,19,0,0,0,0,0,0,0,0,0,20416,20416,0,51,305,2,0,0
2,0,0,5198,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
3,5,0,10461,15789,2,12,10,89,2,1,0,9,1,1,0,0,0,0,0,0,0,5298,5298,0,38,338,5.1,0,1
1,0,0,5263,5263,0,0,7,270,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,42,253,4,0,0
1,0,0,16842,21053,0,0,6,154,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,43,214,4.5,0,0
3,0,10526,32914,42105,0,6,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.13,9,0
1,0,0,5263,5263,0,0,7,184,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,27,160,2,0,0
1,0,3684,6316,6316,0,0,0,0,0,1,0,0,0,0,1230,3201,1,3,0,0,0,0,0,0,0,0,0,13.75,0
2,0,0,24260,26316,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,49789,49789,0,0,0,4,0,0
1,0,58947,13684,15789,0,0,2,64,0,1,58,32,1,0,0,0,0,0,0,0,0,0,0,0,46,46,4.5,0,0
3,0,3158,8421,10526,0,2,12,85,1,1,0,7,0,1,956,1692,1,2,0,0,0,0,0,0,30,326,5,0,0
1,0,0,6316,6316,0,0,1,4,0,1,5,4,1,0,0,0,0,0,0,0,8211,0,8211,0,0,0,0,13.5,0
1,1,0,4211,5263,1,0,6,217,0,1,0,36,1,0,0,1579,0,2,0,0,0,0,0,0,41,204,0,14.25,1
1,0,0,5263,5263,0,0,1,26,0,2,0,26,0,0,108,108,1,1,0,0,0,0,0,0,0,0,4.83,0,0
2,0,0,9255,10526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11579,0,0,0,3.5,0,0
1,0,4211,5263,5263,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,1
1,0,21053,21053,21053,0,0,1,31,0,1,0,31,0,0,0,0,0,0,0,0,0,15150,15150,0,0,0,2,0,0
2,0,2053,1593,1053,0,1,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,21053,22105,0,0,5,119,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,111,332,0,0,0
1,0,0,10526,10526,1,1,7,228,0,1,0,33,1,1,0,0,0,0,0,0,0,0,0,0,22,134,5,0,1
1,0,0,5263,5263,0,0,4,208,0,1,0,52,0,0,0,0,0,0,0,0,0,2376,2376,0,83,250,0,13.75,1
1,0,21053,21053,21053,0,0,1,4,0,1,0,4,0,0,0,0,0,0,0,0,0,10560,10560,0,0,0,0,14.25,0
2,0,13684,5259,5263,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,9579,0,4211,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,5205,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
3,0,0,19761,20737,0,0,0,0,1,1,0,0,0,0,35,35,1,1,0,0,0,0,0,0,0,0,4.5,13.5,0
2,0,0,5235,5263,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,31053,31053,0,1,8,152,0,1,0,19,0,1,0,0,0,0,0,0,0,0,0,0,54,378,5.5,0,0
2,0,0,5174,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2,6,0,2626,2632,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2,2,0,5260,5263,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1711,1711,0,0,0,3.5,0,0
1,0,0,21053,31579,0,0,7,54,0,1,0,8,0,0,546,2074,1,3,41053,0,41053,0,51579,41053,32,189,0,13.75,0
2,0,0,3182,3158,0,0,0,0,1,1,5,0,0,0,803,803,1,1,0,0,0,0,0,0,0,0,4,0,0
2,0,3695,4918,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,9474,15789,0,0,5,144,0,1,0,29,0,0,0,0,0,0,0,0,0,4132,4132,0,49,195,4.5,0,0
2,1,0,5263,5263,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2,8,0,10476,10526,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,10526,10526,0,0,6,164,0,2,0,27,0,0,0,0,0,0,0,0,54737,0,54737,0,32,161,6.5,13.75,0
2,0,0,1043,1053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,3185,3158,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,15789,15789,0,0,8,147,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,32,224,0,14.25,0
2,10,0,5263,5263,3,0,0,0,1,0,0,0,1,0,2556,2556,1,1,0,0,0,0,0,0,0,0,3.5,0,0
1,4,0,5263,5263,2,0,1,92,0,1,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,1
1,0,10526,10526,10526,0,0,2,40,0,3,20,20,0,0,1853,3641,2,4,0,0,27368,0,27368,0,29,29,4,0,0
1,0,0,52632,52632,0,0,5,69,0,3,0,14,0,0,602,602,2,2,0,0,68421,0,68421,0,18,71,1,13.75,0
2,1,0,10523,10526,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5526,5526,0,0,0,4,0,0
1,0,0,10526,10526,0,0,1,21,0,3,0,21,0,0,0,558,0,1,0,0,0,0,0,0,0,0,3.5,13.5,0
2,0,0,10617,10526,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,36,0,10437,10526,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,10609,10526,0,0,0,0,1,0,5,0,0,0,99,324,1,2,0,0,0,0,0,0,0,0,3.5,0,0
3,0,0,41357,43158,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,27368,0,27368,0,0,0,0.09,2.38,0
1,0,0,2105,5263,0,0,9,177,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,90,630,2.17,0,0
3,0,0,7952,10526,0,0,9,190,1,1,0,21,0,0,507,1360,1,3,0,0,0,0,0,0,9,68,4,13,0
2,1,0,5263,5263,1,1,0,0,1,0,0,0,1,1,563,563,2,2,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,2204,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,31579,31579,0,0,2,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,14,0
1,0,0,7770,21053,0,0,4,277,0,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,101,302,0,0,0
1,0,1053,3158,3158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4105,4105,0,0,0,1,0,0
2,0,0,4489,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,10526,10526,0,1,8,150,0,1,0,19,0,1,0,0,0,0,0,0,0,10197,10197,0,36,250,3,0,0
1,0,0,9474,10526,0,1,6,119,0,1,0,20,0,1,1053,4074,2,5,0,0,0,0,0,0,26,131,4,0,0
